transaction_id,timestamp,store_id,city,country,store_type,product_category,product_name,unit_price,quantity,discount_applied,payment_method,customer_id,customer_age_group,customer_gender,loyalty_member,weather_condition,temperature_c,holiday_name,total_amount,hour,day,month
10030,2023-01-01 08:08:01,34,Melbourne,AUS,Mall Kiosk,Coffee,Large Mocha,5.45,1,False,Cash,2xcb3yym,Unknown,Female,False,Sunny,22.2,New Year's Day,5.45,8,Sunday,1
10031,2023-01-01 08:08:18,15,Chicago,USA,Standalone,Coffee,Medium Mocha,4.27,1,False,Cash,f8s2zge2,25-34,Female,False,Sunny,-4.7,New Year's Day,4.27,8,Sunday,1
10032,2023-01-01 08:17:24,4,New York,USA,Mall Kiosk,Coffee,Large Cappuccino,4.46,1,True,Cash,tsujt70y,55-64,Female,True,Sunny,-1.1,New Year's Day,4.01,8,Sunday,1
10033,2023-01-01 08:21:11,31,Melbourne,AUS,Standalone,Tea,Medium Green Tea,3.02,1,True,Debit Card,j4xybrxf,45-54,Female,True,Sunny,22.2,New Year's Day,2.72,8,Sunday,1
10034,2023-01-01 08:29:45,7,Los Angeles,USA,Standalone,Pastry,Croissant,2.45,1,False,Cash,5vlwojtx,Unknown,Male,False,Sunny,12.3,New Year's Day,2.45,8,Sunday,1
10035,2023-01-01 08:34:50,17,London,UK,Standalone,Sandwich,Vegan Falafel Wrap,5.1,1,False,Cash,vbjrbzjw,65+,Female,False,Sunny,5.2,New Year's Day,5.1,8,Sunday,1
10036,2023-01-01 08:37:51,26,Sydney,AUS,Mall Kiosk,Coffee,Single Espresso,3.09,1,False,Credit Card,dx5o31yh,45-54,Female,False,Cloudy,16.6,New Year's Day,3.09,8,Sunday,1
10037,2023-01-01 08:50:29,5,New York,USA,Standalone,Sandwich,Ham & Cheese Croissant,5.5,2,False,Credit Card,nkbtfshb,45-54,Male,False,Sunny,-1.1,New Year's Day,11.0,8,Sunday,1
10038,2023-01-01 08:58:50,25,Manchester,UK,Standalone,Tea,Small Earl Grey,2.05,1,False,Mobile Wallet,jjy4mzvm,18-24,Male,False,Sunny,8.7,New Year's Day,2.05,8,Sunday,1
10039,2023-01-01 09:21:46,12,Chicago,USA,Airport,Tea,Large Earl Grey,3.8,1,False,Debit Card,0imjyjcm,35-44,Female,True,Sunny,-4.7,New Year's Day,3.8,9,Sunday,1
10040,2023-01-01 09:23:59,5,New York,USA,Standalone,Coffee,Large Latte,4.6,1,False,Credit Card,yjoaoejv,65+,Male,True,Sunny,-1.1,New Year's Day,4.6,9,Sunday,1
10041,2023-01-01 09:27:25,7,Los Angeles,USA,Standalone,Coffee,Medium Cappuccino,3.92,3,False,Mobile Wallet,p1o8m291,18-24,Female,False,Sunny,12.3,New Year's Day,11.76,9,Sunday,1
10042,2023-01-01 09:37:35,38,Toronto,CAN,Standalone,Pastry,Scone,2.02,4,False,Mobile Wallet,3dzxlrgn,25-34,Female,False,Cloudy,-6.5,New Year's Day,8.08,9,Sunday,1
10043,2023-01-01 09:50:53,43,Vancouver,CAN,Standalone,Coffee,Large Americano,3.24,2,False,Credit Card,zg85s9as,25-34,Unknown,False,Sunny,2.8,New Year's Day,6.48,9,Sunday,1
10044,2023-01-01 09:52:20,8,Los Angeles,USA,Airport,Tea,Small Chai Latte,4.65,3,False,Debit Card,uh17j8qo,45-54,Prefer not to say,False,Sunny,12.3,New Year's Day,13.95,9,Sunday,1
10045,2023-01-01 10:01:05,3,New York,USA,Mall Kiosk,Coffee,Medium Americano,2.91,1,False,Credit Card,wpj8yi34,45-54,Female,False,Sunny,-1.1,New Year's Day,2.91,10,Sunday,1
10046,2023-01-01 10:03:56,33,Melbourne,AUS,Standalone,Merchandise,Coffee Mug,12.96,1,False,Credit Card,z52ohkbm,45-54,Female,True,Sunny,22.2,New Year's Day,12.96,10,Sunday,1
10047,2023-01-01 10:06:13,30,Sydney,AUS,Standalone,Tea,Large Chai Latte,5.33,5,False,Credit Card,nkk1jxpp,65+,Female,False,Cloudy,16.6,New Year's Day,26.65,10,Sunday,1
10048,2023-01-01 10:10:10,45,Vancouver,CAN,Standalone,Pastry,Scone,2.07,3,False,Credit Card,kdts1fb2,35-44,Male,False,Sunny,2.8,New Year's Day,6.21,10,Sunday,1
10049,2023-01-01 10:20:03,22,Manchester,UK,Standalone,Tea,Large Earl Grey,2.62,2,False,Cash,3bbt873l,25-34,Male,True,Sunny,8.7,New Year's Day,5.24,10,Sunday,1
10050,2023-01-01 10:25:36,33,Melbourne,AUS,Standalone,Pastry,Scone,2.38,4,True,Mobile Wallet,4r9v4k00,25-34,Male,False,Sunny,22.2,New Year's Day,7.62,10,Sunday,1
10051,2023-01-01 10:28:04,25,Manchester,UK,Standalone,Coffee,Medium Cappuccino,3.28,1,False,Debit Card,fco3s65q,35-44,Female,True,Sunny,8.7,New Year's Day,3.28,10,Sunday,1
10052,2023-01-01 10:34:29,9,Los Angeles,USA,Mall Kiosk,Tea,Large Green Tea,3.04,1,False,Credit Card,ud99xro3,65+,Unknown,False,Sunny,12.3,New Year's Day,3.04,10,Sunday,1
10053,2023-01-01 10:41:40,35,Melbourne,AUS,Mall Kiosk,Coffee,Small Cappuccino,3.77,2,False,Cash,y3rztplc,55-64,Male,False,Sunny,22.2,New Year's Day,7.54,10,Sunday,1
10054,2023-01-01 11:03:09,24,Manchester,UK,Standalone,Tea,Small Matcha Latte,3.32,2,False,Mobile Wallet,4gc4ryg9,35-44,Male,False,Sunny,8.7,New Year's Day,6.64,11,Sunday,1
10055,2023-01-01 11:27:09,37,Toronto,CAN,Standalone,Coffee,Small Cappuccino,3.31,1,False,Cash,67j2dg1w,25-34,Female,False,Cloudy,-6.5,New Year's Day,3.31,11,Sunday,1
10056,2023-01-01 11:28:54,19,London,UK,Standalone,Coffee,Large Mocha,4.42,1,False,Credit Card,jl6l91f4,45-54,Female,True,Sunny,5.2,New Year's Day,4.42,11,Sunday,1
10057,2023-01-01 11:46:49,21,Manchester,UK,Standalone,Coffee,Double Espresso,2.38,2,False,Credit Card,bvxketug,25-34,Male,False,Sunny,8.7,New Year's Day,4.76,11,Sunday,1
10058,2023-01-01 11:57:27,1,New York,USA,Standalone,Coffee,Medium Cappuccino,4.0,1,False,Cash,zppep69n,25-34,Male,True,Sunny,-1.1,New Year's Day,4.0,11,Sunday,1
10059,2023-01-01 12:07:42,17,London,UK,Standalone,Sandwich,Vegan Falafel Wrap,5.1,2,False,Credit Card,led1lg8y,55-64,Female,True,Sunny,5.2,New Year's Day,10.2,12,Sunday,1
10060,2023-01-01 12:10:10,41,Vancouver,CAN,Standalone,Coffee,Small Latte,3.38,5,False,Credit Card,065afu20,35-44,Male,True,Sunny,2.8,New Year's Day,16.9,12,Sunday,1
10061,2023-01-01 12:11:58,8,Los Angeles,USA,Airport,Coffee,Medium Latte,4.9,1,False,Mobile Wallet,4sx27dcb,25-34,Unknown,False,Sunny,12.3,New Year's Day,4.9,12,Sunday,1
10062,2023-01-01 12:13:03,39,Toronto,CAN,Mall Kiosk,Smoothie,Medium Berry Blast,4.91,3,False,Mobile Wallet,wgt2lb25,55-64,Non-binary,False,Cloudy,-6.5,New Year's Day,14.73,12,Sunday,1
10063,2023-01-01 12:15:57,39,Toronto,CAN,Mall Kiosk,Pastry,Scone,1.96,1,False,Mobile Wallet,337ov9wx,25-34,Female,False,Cloudy,-6.5,New Year's Day,1.96,12,Sunday,1
10064,2023-01-01 12:39:17,31,Melbourne,AUS,Standalone,Tea,Small Matcha Latte,4.37,3,False,Credit Card,h9vgky5c,25-34,Male,True,Sunny,22.2,New Year's Day,13.11,12,Sunday,1
10065,2023-01-01 12:39:50,36,Toronto,CAN,Airport,Coffee,Small Latte,4.14,2,False,Credit Card,21id9vvn,55-64,Female,False,Cloudy,-6.5,New Year's Day,8.28,12,Sunday,1
10066,2023-01-01 12:41:42,15,Chicago,USA,Standalone,Coffee,Medium Mocha,4.27,2,False,Mobile Wallet,zni37zcg,18-24,Male,True,Sunny,-4.7,New Year's Day,8.54,12,Sunday,1
10067,2023-01-01 12:52:35,19,London,UK,Standalone,Coffee,Small Mocha,3.44,2,False,Credit Card,d9er94te,45-54,Female,True,Sunny,5.2,New Year's Day,6.88,12,Sunday,1
10068,2023-01-01 13:01:13,19,London,UK,Standalone,Tea,Medium Chai Latte,3.57,4,False,Credit Card,wwiif86l,35-44,Male,True,Sunny,5.2,New Year's Day,14.28,13,Sunday,1
10069,2023-01-01 13:08:21,22,Manchester,UK,Standalone,Coffee,Large Mocha,4.26,2,False,Credit Card,ws1loqso,35-44,Female,False,Sunny,8.7,New Year's Day,8.52,13,Sunday,1
10070,2023-01-01 13:52:31,26,Sydney,AUS,Mall Kiosk,Coffee,Medium Latte,4.27,1,False,Credit Card,g39bd2ee,35-44,Female,True,Cloudy,16.6,New Year's Day,4.27,13,Sunday,1
10071,2023-01-01 14:04:51,25,Manchester,UK,Standalone,Coffee,Large Latte,3.77,3,False,Credit Card,cxz2ei92,55-64,Female,False,Sunny,8.7,New Year's Day,11.31,14,Sunday,1
10072,2023-01-01 14:11:17,5,New York,USA,Standalone,Coffee,Large Cappuccino,4.6,3,False,Credit Card,vrnegn2b,55-64,Unknown,False,Sunny,-1.1,New Year's Day,13.8,14,Sunday,1
10073,2023-01-01 14:14:00,41,Vancouver,CAN,Standalone,Coffee,Large Americano,3.24,2,False,Credit Card,5nms6xvq,35-44,Unknown,False,Sunny,2.8,New Year's Day,6.48,14,Sunday,1
10074,2023-01-01 15:13:56,45,Vancouver,CAN,Standalone,Sandwich,Chicken & Avocado Wrap,6.11,1,False,Credit Card,xejaxvt7,18-24,Female,False,Sunny,2.8,New Year's Day,6.11,15,Sunday,1
10075,2023-01-01 15:14:47,40,Toronto,CAN,Standalone,Tea,Large Green Tea,2.94,1,True,Credit Card,fco3s65q,35-44,Female,True,Cloudy,-6.5,New Year's Day,2.65,15,Sunday,1
10076,2023-01-01 15:18:29,10,Los Angeles,USA,Mall Kiosk,Sandwich,Chicken & Avocado Wrap,6.18,1,False,Debit Card,hdiy4nrm,35-44,Female,False,Sunny,12.3,New Year's Day,6.18,15,Sunday,1
10077,2023-01-01 15:42:56,45,Vancouver,CAN,Standalone,Coffee,Medium Mocha,4.23,1,False,Mobile Wallet,jl6l91f4,45-54,Female,True,Sunny,2.8,New Year's Day,4.23,15,Sunday,1
10078,2023-01-01 15:56:51,15,Chicago,USA,Standalone,Sandwich,Chicken & Avocado Wrap,6.17,3,False,Cash,q52wspof,35-44,Female,False,Sunny,-4.7,New Year's Day,18.51,15,Sunday,1
10079,2023-01-01 15:58:49,24,Manchester,UK,Standalone,Sandwich,Chicken & Avocado Wrap,5.33,3,False,Cash,3dvyjhmi,18-24,Non-binary,False,Sunny,8.7,New Year's Day,15.99,15,Sunday,1
10080,2023-01-01 15:59:48,30,Sydney,AUS,Standalone,Tea,Medium Chai Latte,4.62,2,False,Credit Card,1dntcagr,35-44,Female,False,Cloudy,16.6,New Year's Day,9.24,15,Sunday,1
10081,2023-01-01 16:09:14,39,Toronto,CAN,Mall Kiosk,Smoothie,Medium Berry Blast,4.91,1,False,Credit Card,e4n2524g,35-44,Female,True,Cloudy,-6.5,New Year's Day,4.91,16,Sunday,1
10082,2023-01-01 16:16:12,42,Vancouver,CAN,Standalone,Tea,Small Earl Grey,2.35,2,False,Cash,22xmq664,55-64,Female,False,Unknown,13.556550310167173,New Year's Day,4.7,16,Sunday,1
10083,2023-01-01 16:33:09,26,Sydney,AUS,Mall Kiosk,Tea,Large Matcha Latte,5.55,2,False,Credit Card,4qxxva2i,18-24,Female,True,Cloudy,16.6,New Year's Day,11.1,16,Sunday,1
10084,2023-01-01 16:36:55,39,Toronto,CAN,Mall Kiosk,Merchandise,Tote Bag,13.39,2,False,Mobile Wallet,k94w6wuu,25-34,Male,False,Cloudy,-6.5,New Year's Day,26.78,16,Sunday,1
10085,2023-01-01 16:44:31,25,Manchester,UK,Standalone,Tea,Medium Green Tea,2.3,1,True,Credit Card,r1z4qt7z,35-44,Male,True,Sunny,8.7,New Year's Day,2.07,16,Sunday,1
10086,2023-01-01 16:52:00,35,Melbourne,AUS,Mall Kiosk,Tea,Medium Chai Latte,4.4,2,False,Credit Card,45ed5ggs,Unknown,Female,False,Sunny,22.2,New Year's Day,8.8,16,Sunday,1
10087,2023-01-01 17:08:34,41,Vancouver,CAN,Standalone,Pastry,Chocolate Chip Cookie,1.88,1,False,Credit Card,e1q5ms7u,35-44,Unknown,False,Sunny,2.8,New Year's Day,1.88,17,Sunday,1
10088,2023-01-01 17:10:15,21,Manchester,UK,Standalone,Coffee,Medium Mocha,3.69,1,True,Credit Card,ymyrsvzn,55-64,Female,True,Sunny,8.7,New Year's Day,3.32,17,Sunday,1
10089,2023-01-01 17:20:52,27,Sydney,AUS,Standalone,Coffee,Medium Cappuccino,4.4,1,False,Cash,v1fkhnnk,65+,Male,False,Unknown,13.556550310167173,New Year's Day,4.4,17,Sunday,1
10090,2023-01-01 17:46:44,12,Chicago,USA,Airport,Coffee,Medium Latte,4.75,2,False,Debit Card,9uu2bl7a,25-34,Male,False,Sunny,-4.7,New Year's Day,9.5,17,Sunday,1
10091,2023-01-01 17:49:16,33,Melbourne,AUS,Standalone,Tea,Medium Earl Grey,3.02,1,False,Cash,qohn3dg6,45-54,Male,False,Sunny,22.2,New Year's Day,3.02,17,Sunday,1
10092,2023-01-01 18:12:16,14,Chicago,USA,Standalone,Tea,Small Matcha Latte,3.85,1,False,Credit Card,0iv1ggxr,18-24,Male,False,Sunny,-4.7,New Year's Day,3.85,18,Sunday,1
10093,2023-01-01 18:41:23,27,Sydney,AUS,Standalone,Coffee,Small Cappuccino,3.96,1,True,Credit Card,hxodlctt,45-54,Female,False,Cloudy,16.6,New Year's Day,3.17,18,Sunday,1
10094,2023-01-01 20:10:12,40,Toronto,CAN,Standalone,Tea,Medium Earl Grey,2.58,2,False,Credit Card,t54884z4,35-44,Female,False,Cloudy,-6.5,New Year's Day,5.16,20,Sunday,1
10095,2023-01-01 20:12:08,41,Vancouver,CAN,Standalone,Coffee,Single Espresso,2.73,1,False,Debit Card,37ktll8s,25-34,Female,False,Sunny,2.8,New Year's Day,2.73,20,Sunday,1
10096,2023-01-01 20:22:48,14,Chicago,USA,Standalone,Tea,Large Earl Grey,3.04,1,False,Credit Card,s7nvv28u,18-24,Female,False,Sunny,-4.7,New Year's Day,3.04,20,Sunday,1
10097,2023-01-01 22:28:52,25,Manchester,UK,Standalone,Coffee,Large Cappuccino,3.77,2,True,Cash,5dtaegry,55-64,Non-binary,False,Sunny,8.7,New Year's Day,6.03,22,Sunday,1
10098,2023-01-02 05:47:39,44,Vancouver,CAN,Mall Kiosk,Merchandise,Coffee Mug,10.94,1,False,Credit Card,09lzrk79,Unknown,Male,False,Rainy,7.2,No Holiday,10.94,5,Monday,1
10099,2023-01-02 05:50:44,31,Melbourne,AUS,Standalone,Coffee,Medium Latte,4.32,1,False,Debit Card,3jczucqm,35-44,Female,False,Sunny,24.8,No Holiday,4.32,5,Monday,1
10100,2023-01-02 07:09:20,10,Los Angeles,USA,Mall Kiosk,Pastry,Croissant,2.38,3,False,Debit Card,r81bmqf7,45-54,Male,False,Sunny,16.2,No Holiday,7.14,7,Monday,1
10101,2023-01-02 07:50:11,44,Vancouver,CAN,Mall Kiosk,Tea,Medium Chai Latte,3.83,1,False,Credit Card,kreg167d,55-64,Female,False,Rainy,7.2,No Holiday,3.83,7,Monday,1
10102,2023-01-02 07:59:16,41,Vancouver,CAN,Standalone,Tea,Small Earl Grey,2.35,1,True,Mobile Wallet,292mi560,35-44,Male,True,Rainy,7.2,No Holiday,2.12,7,Monday,1
10103,2023-01-02 08:03:07,10,Los Angeles,USA,Mall Kiosk,Coffee,Small Mocha,3.85,1,False,Credit Card,dvlnknd6,65+,Non-binary,False,Unknown,13.556550310167173,No Holiday,3.85,8,Monday,1
10104,2023-01-02 08:03:42,5,New York,USA,Standalone,Tea,Large Matcha Latte,5.2,5,False,Credit Card,8r7sn1tc,25-34,Male,True,Sunny,2.2,No Holiday,26.0,8,Monday,1
10105,2023-01-02 08:05:05,2,New York,USA,Airport,Merchandise,Coffee Mug,15.0,1,False,Cash,j7q4kfmm,45-54,Male,False,Sunny,2.2,No Holiday,15.0,8,Monday,1
10106,2023-01-02 08:25:48,8,Los Angeles,USA,Airport,Coffee,Double Espresso,3.55,1,True,Credit Card,enwbbadl,45-54,Male,True,Sunny,16.2,No Holiday,3.19,8,Monday,1
10107,2023-01-02 08:34:18,25,Manchester,UK,Standalone,Coffee,Medium Latte,3.28,4,False,Debit Card,dqz05ev5,25-34,Female,False,Sunny,6.2,No Holiday,13.12,8,Monday,1
10108,2023-01-02 08:43:30,44,Vancouver,CAN,Mall Kiosk,Smoothie,Large Berry Blast,5.74,2,False,Credit Card,j9hvchrm,Unknown,Female,False,Rainy,7.2,No Holiday,11.48,8,Monday,1
10109,2023-01-02 08:51:58,27,Sydney,AUS,Standalone,Coffee,Small Americano,2.97,2,True,Cash,7vxuqdrm,35-44,Female,True,Sunny,22.1,No Holiday,4.75,8,Monday,1
10110,2023-01-02 09:21:24,5,New York,USA,Standalone,Coffee,Medium Americano,3.0,5,False,Credit Card,lqga3qup,25-34,Female,False,Sunny,2.2,No Holiday,15.0,9,Monday,1
10111,2023-01-02 09:31:15,37,Toronto,CAN,Standalone,Merchandise,Tote Bag,13.8,1,False,Credit Card,rw6tm2o0,55-64,Male,False,Snowy,-6.0,No Holiday,13.8,9,Monday,1
10112,2023-01-02 09:32:02,34,Melbourne,AUS,Mall Kiosk,Tea,Large Matcha Latte,5.45,1,False,Credit Card,37pjpo3c,35-44,Female,False,Sunny,24.8,No Holiday,5.45,9,Monday,1
10113,2023-01-02 09:38:59,10,Los Angeles,USA,Mall Kiosk,Coffee,Single Espresso,2.76,5,False,Credit Card,nmnr06dj,25-34,Male,False,Sunny,16.2,No Holiday,13.8,9,Monday,1
10114,2023-01-02 09:40:09,20,London,UK,Standalone,Coffee,Large Americano,2.93,2,False,Credit Card,o5urtxuy,35-44,Male,True,Sunny,7.1,No Holiday,5.86,9,Monday,1
10115,2023-01-02 09:58:28,24,Manchester,UK,Standalone,Coffee,Small Latte,2.95,2,False,Credit Card,8y6rh05h,25-34,Male,False,Sunny,6.2,No Holiday,5.9,9,Monday,1
10116,2023-01-02 10:22:44,15,Chicago,USA,Standalone,Coffee,Small Mocha,3.85,2,True,Mobile Wallet,yxfiblej,25-34,Female,True,Sunny,-7.1,No Holiday,6.16,10,Monday,1
10117,2023-01-02 10:28:36,25,Manchester,UK,Standalone,Coffee,Small Cappuccino,2.95,4,False,Cash,pllgf309,25-34,Female,False,Sunny,6.2,No Holiday,11.8,10,Monday,1
10118,2023-01-02 11:06:39,33,Melbourne,AUS,Standalone,Pastry,Scone,2.38,3,False,Debit Card,zn1f0fp8,18-24,Male,True,Sunny,24.8,No Holiday,7.14,11,Monday,1
10119,2023-01-02 12:15:44,44,Vancouver,CAN,Mall Kiosk,Coffee,Large Americano,3.15,1,False,Credit Card,ck88d0tg,35-44,Male,False,Unknown,13.556550310167173,No Holiday,3.15,12,Monday,1
10120,2023-01-02 13:58:32,35,Melbourne,AUS,Mall Kiosk,Coffee,Double Espresso,3.04,1,False,Cash,lqv62j16,45-54,Unknown,False,Sunny,24.8,No Holiday,3.04,13,Monday,1
10121,2023-01-02 14:21:32,31,Melbourne,AUS,Standalone,Coffee,Small Latte,3.89,1,False,Cash,ae58huxg,55-64,Male,False,Sunny,24.8,No Holiday,3.89,14,Monday,1
10122,2023-01-02 14:34:55,3,New York,USA,Mall Kiosk,Coffee,Medium Cappuccino,3.88,1,False,Debit Card,6n6975j2,18-24,Female,True,Sunny,2.2,No Holiday,3.88,14,Monday,1
10123,2023-01-02 14:46:47,31,Melbourne,AUS,Standalone,Coffee,Small Cappuccino,3.89,1,False,Credit Card,53ykyydu,55-64,Male,False,Sunny,24.8,No Holiday,3.89,14,Monday,1
10124,2023-01-02 15:23:40,32,Melbourne,AUS,Standalone,Pastry,Croissant,2.7,3,False,Cash,r81bmqf7,45-54,Male,False,Sunny,24.8,No Holiday,8.1,15,Monday,1
10125,2023-01-02 15:33:29,2,New York,USA,Airport,Smoothie,Medium Berry Blast,6.88,1,False,Credit Card,wb2serev,55-64,Female,False,Sunny,2.2,No Holiday,6.88,15,Monday,1
10126,2023-01-02 15:35:26,37,Toronto,CAN,Standalone,Coffee,Small Mocha,3.73,2,True,Cash,z3bg52ib,55-64,Female,True,Snowy,-6.0,No Holiday,6.71,15,Monday,1
10127,2023-01-02 15:38:02,12,Chicago,USA,Airport,Coffee,Medium Mocha,5.34,1,True,Cash,2y0oy58f,55-64,Male,False,Sunny,-7.1,No Holiday,4.27,15,Monday,1
10128,2023-01-02 15:40:12,6,Los Angeles,USA,Standalone,Coffee,Small Americano,2.65,1,False,Debit Card,isutp04s,18-24,Male,False,Sunny,16.2,No Holiday,2.65,15,Monday,1
10129,2023-01-02 15:51:37,32,Melbourne,AUS,Standalone,Tea,Small Green Tea,2.7,1,False,Credit Card,5wfw5q52,18-24,Male,False,Sunny,24.8,No Holiday,2.7,15,Monday,1
10130,2023-01-02 15:55:59,36,Toronto,CAN,Airport,Tea,Medium Chai Latte,4.83,1,True,Credit Card,asf5ehlh,45-54,Female,True,Snowy,-6.0,No Holiday,4.35,15,Monday,1
